name	aliases	previous_class	disposition	reason	consumer_evidence
prefab.create	-	editor_operation	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/bt_smoke.txt:44;Tools/regression/prefab_duplicate.txt:29;Tools/regression/prefab_identity_injection.txt:37;Tools/regression/prefab_nested_probe.txt:40;Tools/regression/prefab_nested_probe.txt:57;Tools/regression/prefab_nested_update_probe.txt:91;Tools/regression/prefab_nested_update_probe.txt:128;Tools/regression/prefab_override_write.txt:19;Tools/regression/prefab_override_write.txt:51;Tools/regression/prefab_roundtrip.txt:19;Tools/regression/prefab_roundtrip.txt:32;Tools/regression/reflect_golden.txt:26;Tools/regression/verify-cli-editor-operation.ps1:146;Tools/regression/verify-player-command-service.ps1:198;Tools/regression/verify-prefab-identity-injection.ps1:115;Tools/regression/verify-prefab-nested-update.ps1:222
prefab.instantiate	-	editor_operation	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/bt_smoke.txt:63;Tools/regression/bt_smoke.txt:65;Tools/regression/bt_smoke.txt:67;Tools/regression/prefab_duplicate.txt:31;Tools/regression/prefab_identity_injection.txt:39;Tools/regression/prefab_nested_probe.txt:47;Tools/regression/prefab_nested_probe.txt:65;Tools/regression/prefab_nested_update_probe.txt:101;Tools/regression/prefab_nested_update_probe.txt:105;Tools/regression/prefab_nested_update_probe.txt:156;Tools/regression/prefab_override_write.txt:55;Tools/regression/prefab_override_write.txt:56;Tools/regression/prefab_roundtrip.txt:42;Tools/regression/prefab_roundtrip.txt:44;Tools/regression/reflect_golden.txt:34;Tools/regression/reflect_golden.txt:36;Tools/regression/verify-cli-editor-operation.ps1:147;Tools/regression/verify-cli-editor-operation.ps1:175;Tools/regression/verify-prefab-authoring-corpus.ps1:49
prefab.objectguid	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/prefab_identity_injection.txt:45;Tools/regression/prefab_identity_injection.txt:46;Tools/regression/prefab_identity_injection.txt:57;Tools/regression/prefab_identity_injection.txt:58;Tools/regression/prefab_nested_probe.txt:69;Tools/regression/prefab_nested_probe.txt:70;Tools/regression/prefab_nested_probe.txt:71;Tools/regression/prefab_nested_update_probe.txt:153;Tools/regression/prefab_nested_update_probe.txt:160;Tools/regression/prefab_nested_update_probe.txt:161;Tools/regression/verify-prefab-nested-update.ps1:156;Tools/regression/verify-prefab-nested.ps1:6;Tools/regression/verify-prefab-nested.ps1:85;Tools/regression/verify-prefab-nested.ps1:156
prefab.overrides	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/prefab_duplicate.txt:34;Tools/regression/prefab_duplicate.txt:40;Tools/regression/prefab_identity_injection.txt:44;Tools/regression/prefab_identity_injection.txt:49;Tools/regression/prefab_nested_update_probe.txt:149;Tools/regression/prefab_override_write.txt:61;Tools/regression/prefab_override_write.txt:73;Tools/regression/prefab_override_write.txt:76;Tools/regression/prefab_override_write.txt:86;Tools/regression/prefab_override_write.txt:90;Tools/regression/verify-prefab-duplicate.ps1:10;Tools/regression/verify-prefab-duplicate.ps1:120;Tools/regression/verify-prefab-identity-injection.ps1:68;Tools/regression/verify-prefab-nested-update.ps1:145;Tools/regression/verify-prefab-nested-update.ps1:161;Tools/regression/verify-prefab-override-write.ps1:7;Tools/regression/verify-prefab-override-write.ps1:79;Tools/regression/verify-prefab-override-write.ps1:86
prefab.status	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/prefab_duplicate.txt:11;Tools/regression/prefab_duplicate.txt:16;Tools/regression/prefab_duplicate.txt:33;Tools/regression/prefab_duplicate.txt:39;Tools/regression/prefab_identity_injection.txt:15;Tools/regression/prefab_identity_injection.txt:43;Tools/regression/prefab_identity_injection.txt:56;Tools/regression/prefab_nested_probe.txt:64;Tools/regression/prefab_nested_probe.txt:67;Tools/regression/prefab_nested_update_probe.txt:84;Tools/regression/prefab_override_write.txt:58;Tools/regression/prefab_roundtrip.txt:41;Tools/regression/prefab_roundtrip.txt:46;Tools/regression/prefab_roundtrip.txt:53;Tools/regression/verify-prefab-duplicate.ps1:7;Tools/regression/verify-prefab-duplicate.ps1:95;Tools/regression/verify-prefab-identity-injection.ps1:7;Tools/regression/verify-prefab-identity-injection.ps1:105;Tools/regression/verify-prefab-nested-update.ps1:152;Tools/regression/verify-prefab-nested.ps1:4;Tools/regression/verify-prefab-nested.ps1:64;Tools/regression/verify-prefab-nested.ps1:69;Tools/regression/verify-prefab-roundtrip.ps1:68;Tools/regression/verify-prefab-roundtrip.ps1:73
prefab.update	-	editor_operation	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/prefab_duplicate.txt:45;Tools/regression/prefab_identity_injection.txt:5;Tools/regression/prefab_identity_injection.txt:10;Tools/regression/prefab_identity_injection.txt:54;Tools/regression/prefab_nested_update_probe.txt:49;Tools/regression/prefab_nested_update_probe.txt:135;Tools/regression/prefab_override_write.txt:23;Tools/regression/prefab_override_write.txt:82;Tools/regression/run-all.ps1:628;Tools/regression/verify-cli-editor-operation.ps1:148;Tools/regression/verify-prefab-duplicate.ps1:13;Tools/regression/verify-prefab-duplicate.ps1:20;Tools/regression/verify-prefab-duplicate.ps1:184;Tools/regression/verify-prefab-duplicate.ps1:188;Tools/regression/verify-prefab-identity-injection.ps1:12;Tools/regression/verify-prefab-identity-injection.ps1:85;Tools/regression/verify-prefab-identity-injection.ps1:178;Tools/regression/verify-prefab-identity-injection.ps1:182;Tools/regression/verify-prefab-nested-update.ps1:165;Tools/regression/verify-prefab-nested-update.ps1:169;Tools/regression/verify-prefab-override-write.ps1:174
profile.selftest	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/profiling-validation/Invoke-ProfilingValidation.ps1:122;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:128
profile.stats	-	probe	api	developer diagnostics; old probe class does not imply harness	Tools/profiling-validation/Invoke-ProfilingValidation.ps1:121;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:157;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:162
quit	exit	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/dx12-validation/Invoke-Dx12Suite.ps1:100;Tools/dx12-validation/Invoke-Dx12Suite.ps1:134;Tools/dx12-validation/Invoke-Dx12Suite.ps1:169;Tools/dx12-validation/Invoke-DX12Validation.ps1:241;Tools/dx12-validation/Invoke-DX12Validation.ps1:268;Tools/dx12-validation/Invoke-DX12Validation.ps1:299;Tools/dx12-validation/Invoke-DX12Validation.ps1:373;Tools/featuretest/build-scenes.ps1:214;Tools/featuretest/run-featuretests.ps1:61;Tools/featuretest/run-featuretests.ps1:110;Tools/migration/Invoke-SceneTextureGuidMigration.ps1:88;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:123;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:158;Tools/regression/ai_registry_probe.txt:26;Tools/regression/bt_smoke.txt:84;Tools/regression/ddol_canvas_probe.txt:90;Tools/regression/ddol_script_probe.txt:67;Tools/regression/hierarchy_convention.txt:75;Tools/regression/immediate_quit.txt:14;Tools/regression/lc0-measure.ps1:122;Tools/regression/lc6-live-classification.ps1:117;Tools/regression/light_slot_restore.txt:88;Tools/regression/prefab_duplicate.txt:50;Tools/regression/prefab_identity_injection.txt:62;Tools/regression/prefab_nested_probe.txt:78;Tools/regression/prefab_nested_update_probe.txt:170;Tools/regression/prefab_override_write.txt:97;Tools/regression/prefab_roundtrip.txt:56;Tools/regression/reflect_golden.txt:43;Tools/regression/resolution_sweep.txt:101;Tools/regression/transform_roundtrip.txt:54;Tools/regression/ui_layout_golden.txt:142;Tools/regression/ui_navigation_local.txt:8;Tools/regression/ui_regression.txt:75;Tools/regression/verify-animator-scene-single-truth.ps1:36;Tools/regression/verify-asset-authoring-ownership.ps1:323;Tools/regression/verify-asset-authoring-ownership.ps1:365;Tools/regression/verify-asset-authoring-ownership.ps1:376;Tools/regression/verify-asset-authoring-ownership.ps1:430;Tools/regression/verify-asset-authoring-ownership.ps1:446;Tools/regression/verify-asset-authoring-ownership.ps1:479;Tools/regression/verify-asset-authoring-ownership.ps1:496;Tools/regression/verify-asset-authoring-ownership.ps1:514;Tools/regression/verify-asset-authoring-ownership.ps1:535;Tools/regression/verify-asset-authoring-ownership.ps1:546;Tools/regression/verify-asset-authoring-ownership.ps1:565;Tools/regression/verify-asset-authoring-ownership.ps1:581;Tools/regression/verify-asset-authoring-ownership.ps1:600;Tools/regression/verify-asset-authoring-ownership.ps1:613;Tools/regression/verify-asset-authoring-ownership.ps1:638;Tools/regression/verify-asset-authoring-ownership.ps1:653;Tools/regression/verify-asset-guid-rename.ps1:20;Tools/regression/verify-asset-identity.ps1:100;Tools/regression/verify-asset-sidecar-v2.ps1:44;Tools/regression/verify-authoring-node-equality.ps1:32;Tools/regression/verify-cli-discovery.ps1:37;Tools/regression/verify-cli-exit-contract.ps1:51;Tools/regression/verify-cli-exit-contract.ps1:54;Tools/regression/verify-cli-exit-spine.ps1:92;Tools/regression/verify-cli-invocation.ps1:36;Tools/regression/verify-cli-invocation.ps1:104;Tools/regression/verify-cli-parser-golden.ps1:71;Tools/regression/verify-cli-registry-golden.ps1:47;Tools/regression/verify-cli-service.ps1:38;Tools/regression/verify-cli-service.ps1:74;Tools/regression/verify-cli-service.ps1:314;Tools/regression/verify-experiment-cooked-catalog.ps1:156;Tools/regression/verify-experiment-cooked-identities.ps1:40;Tools/regression/verify-experiment-document-cook-parity.ps1:60;Tools/regression/verify-experiment-ft-primitives.ps1:31;Tools/regression/verify-hierarchy-mutation.ps1:56;Tools/regression/verify-inputmap-yaml-corpus.ps1:53;Tools/regression/verify-material-authoring-corpus.ps1:45;Tools/regression/verify-model-asset-generation.ps1:102;Tools/regression/verify-model-cutover-budget.ps1:131;Tools/regression/verify-model-cutover-budget.ps1:160;Tools/regression/verify-model-cutover-budget.ps1:204;Tools/regression/verify-model-render-wiring.ps1:32;Tools/regression/verify-model-scene-consumption.ps1:136;Tools/regression/verify-model-scene-consumption.ps1:168;Tools/regression/verify-model-typed-consumers.ps1:75;Tools/regression/verify-phase17-local-d0-baseline.ps1:88;Tools/regression/verify-pipeline-composition.ps1:174;Tools/regression/verify-play-roundtrip.ps1:67;Tools/regression/verify-play-selection-undo.ps1:73;Tools/regression/verify-player-command-service.ps1:207;Tools/regression/verify-player-command-service.ps1:208;Tools/regression/verify-player-command-service.ps1:210;Tools/regression/verify-player-command-service.ps1:213;Tools/regression/verify-player-command-service.ps1:215;Tools/regression/verify-player-command-service.ps1:227;Tools/regression/verify-prefab-authoring-corpus.ps1:57;Tools/regression/verify-render-proxy-dirty.ps1:90;Tools/regression/verify-ryml-error-policy.ps1:41;Tools/regression/verify-scene-authoring-corpus.ps1:58;Tools/regression/verify-scene-entity-api.ps1:42;Tools/regression/verify-scene-entity-api.ps1:91;Tools/regression/verify-serialization-baseline.ps1:63;Tools/regression/verify-shadermeta-authoring-read.ps1:95;Tools/regression/verify-shutdown-order.ps1:22;Tools/regression/verify-tag-authoring-read.ps1:67;Tools/regression/verify-transform-bulk-writers.ps1:74;Tools/regression/verify-transform-domain-gates.ps1:46;Tools/regression/verify-transform-execution-graphs.ps1:50;Tools/regression/verify-transform-sparse-resolver.ps1:57;Tools/regression/verify-transform-targeted-pull.ps1:51;Tools/regression/verify-transform-write-publication.ps1:103;Tools/showcase/Start-MaterialShowcase.ps1:122;Tools/showcase/Start-MaterialShowcase.ps1:233;scripts/asan_lifecycle_stress.txt:136;scripts/editor_drop_animation.txt:21;scripts/lifecycle_baseline.txt:176;scripts/scene_churn_benchmark.txt:57;scripts/script_add_awake_once.txt:69;scripts/skinned_pose_visual.txt:100;scripts/skinned_proxy_refresh.txt:28;scripts/skin_pose_integrity.txt:30;scripts/skin_pose_visual.txt:43
reflect.golden	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/reflect_golden.txt:3;Tools/regression/reflect_golden.txt:39;Tools/regression/verify-reflection-golden.ps1:8;Tools/regression/verify-reflection-golden.ps1:14;Tools/regression/verify-reflection-golden.ps1:74
render.backend	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/build.ps1:1004;Tools/build.ps1:1005;Tools/build.ps1:1075;Tools/build.ps1:1079;Tools/dx12-validation/Invoke-DX12Validation.ps1:265;Tools/dx12-validation/Invoke-DX12Validation.ps1:267;Tools/dx12-validation/Invoke-DX12Validation.ps1:293;Tools/dx12-validation/Invoke-DX12Validation.ps1:373
render.livecheck	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
render.matmode	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	scripts/skinned_pose_visual.txt:43
render.rtinfo	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	no literal consumer found
render.shadowinfo	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	no literal consumer found
rhi.uploadsegments	-	probe	commandlet	Retained contract regression with explicit caller-owned fixture inputs: mesh model path and material texture path	no literal consumer found
scene.bonedump	-	probe	api	developer diagnostics; old probe class does not imply harness	no literal consumer found
scene.ddol	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/ai_registry_probe.txt:17;Tools/regression/ddol_canvas_probe.txt:22;Tools/regression/ddol_canvas_probe.txt:72;Tools/regression/ddol_script_probe.txt:62;Tools/regression/verify-ddol-canvas.ps1:24;Tools/regression/verify-ddol-canvas.ps1:181
scene.dump	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/featuretest/build-scenes.ps1:211;Tools/featuretest/run-featuretests.ps1:108;Tools/regression/verify-cli-editor-operation.ps1:113;Tools/showcase/Start-MaterialShowcase.ps1:120;scripts/lifecycle_baseline.txt:170
scene.executiongraph	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-transform-execution-graphs.ps1:20;Tools/regression/verify-transform-execution-graphs.ps1:48;Tools/regression/verify-transform-execution-graphs.ps1:49
scene.flag	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	no literal consumer found
scene.hierarchycheck	-	engine_service	api	Read-only shared scene validation service; no fixture creation	EditorDiagnostics.cpp; verify-editor-command-surface.ps1; hierarchy consumers
scene.hierarchymutation	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-hierarchy-mutation.ps1:54
scene.load	scene.switch	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/lc0-measure.ps1:182;Tools/regression/verify-cli-exit-spine.ps1:119;Tools/regression/verify-cli-exit-spine.ps1:149;Tools/regression/verify-cli-exit-spine.ps1:157;Tools/regression/verify-cli-service.ps1:225;Tools/regression/verify-cli-service.ps1:232;Tools/regression/verify-cli-service.ps1:266
scene.new	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/featuretest/build-scenes.ps1:207;Tools/regression/ai_registry_probe.txt:5;Tools/regression/ai_registry_probe.txt:10;Tools/regression/bt_smoke.txt:32;Tools/regression/bt_smoke.txt:49;Tools/regression/bt_smoke.txt:79;Tools/regression/ddol_canvas_probe.txt:50;Tools/regression/ddol_canvas_probe.txt:58;Tools/regression/ddol_script_probe.txt:47;Tools/regression/ddol_script_probe.txt:52;Tools/regression/hierarchy_convention.txt:37;Tools/regression/hierarchy_convention.txt:56;Tools/regression/light_slot_restore.txt:49;Tools/regression/light_slot_restore.txt:68;Tools/regression/prefab_duplicate.txt:22;Tools/regression/prefab_identity_injection.txt:30;Tools/regression/prefab_nested_probe.txt:21;Tools/regression/prefab_nested_probe.txt:34;Tools/regression/prefab_nested_probe.txt:61;Tools/regression/prefab_nested_update_probe.txt:80;Tools/regression/prefab_override_write.txt:40;Tools/regression/prefab_roundtrip.txt:25;Tools/regression/prefab_roundtrip.txt:38;Tools/regression/reflect_golden.txt:19;Tools/regression/reflect_golden.txt:31;Tools/regression/resolution_sweep.txt:29;Tools/regression/transform_roundtrip.txt:33;Tools/regression/ui_layout_golden.txt:32;Tools/regression/ui_navigation_local.txt:3;Tools/regression/ui_regression.txt:13;Tools/regression/ui_regression.txt:16;Tools/regression/ui_regression.txt:25;Tools/regression/verify-cli-invocation.ps1:78;Tools/regression/verify-ddol-canvas.ps1:44;Tools/regression/verify-prefab-authoring-corpus.ps1:46;Tools/regression/verify-scene-entity-api.ps1:33;scripts/asan_lifecycle_stress.txt:26;scripts/asan_lifecycle_stress.txt:45;scripts/asan_lifecycle_stress.txt:82;scripts/lifecycle_baseline.txt:56;scripts/lifecycle_baseline.txt:76;scripts/lifecycle_baseline.txt:114
scene.proxybench	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-render-proxy-dirty.ps1:87;Tools/regression/verify-render-proxy-dirty.ps1:88
scene.proxydirty	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-render-proxy-dirty.ps1:22;Tools/regression/verify-render-proxy-dirty.ps1:89
scene.save	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/featuretest/build-scenes.ps1:212;Tools/migration/Invoke-SceneTextureGuidMigration.ps1:12;Tools/migration/Invoke-SceneTextureGuidMigration.ps1:86;Tools/regression/ai_registry_probe.txt:7;Tools/regression/ddol_canvas_probe.txt:53;Tools/regression/ddol_script_probe.txt:38;Tools/regression/ddol_script_probe.txt:49;Tools/regression/hierarchy_convention.txt:46;Tools/regression/hierarchy_convention.txt:65;Tools/regression/light_slot_restore.txt:63;Tools/regression/prefab_duplicate.txt:47;Tools/regression/prefab_identity_injection.txt:59;Tools/regression/prefab_nested_update_probe.txt:164;Tools/regression/prefab_nested_update_probe.txt:166;Tools/regression/prefab_override_write.txt:93;Tools/regression/prefab_roundtrip.txt:48;Tools/regression/transform_roundtrip.txt:44;Tools/regression/verify-asan-lifecycle.ps1:75;Tools/regression/verify-ddol-canvas.ps1:64;Tools/regression/verify-ddol-canvas.ps1:152;Tools/regression/verify-ddol-script.ps1:59;Tools/regression/verify-ddol-script.ps1:127;Tools/regression/verify-lifecycle-baseline.ps1:59;Tools/regression/verify-light-slot-restore.ps1:43;Tools/regression/verify-light-slot-restore.ps1:78;Tools/regression/verify-model-scene-consumption.ps1:134;Tools/regression/verify-model-typed-consumers.ps1:64;Tools/regression/verify-player-command-service.ps1:198;Tools/regression/verify-prefab-authoring-corpus.ps1:53;Tools/regression/verify-prefab-nested-update.ps1:213;Tools/regression/verify-prefab-nested-update.ps1:240;Tools/regression/verify-prefab-override-write.ps1:125;Tools/regression/verify-scene-authoring-corpus.ps1:53;Tools/regression/verify-scene-authoring-corpus.ps1:56;Tools/regression/verify-scene-entity-api.ps1:39;scripts/asan_lifecycle_stress.txt:41;scripts/asan_lifecycle_stress.txt:79;scripts/lifecycle_baseline.txt:71;scripts/lifecycle_baseline.txt:110;scripts/skinned_pose_visual.txt:60;scripts/skin_pose_visual.txt:32
scene.select	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-play-selection-undo.ps1:55;Tools/regression/verify-play-selection-undo.ps1:63;Tools/regression/verify-play-selection-undo.ps1:64;Tools/regression/verify-play-selection-undo.ps1:67;Tools/regression/verify-play-selection-undo.ps1:71;Tools/regression/verify-play-selection-undo.ps1:142;Tools/regression/verify-play-selection-undo.ps1:144
scene.selection	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-play-selection-undo.ps1:55;Tools/regression/verify-play-selection-undo.ps1:64;Tools/regression/verify-play-selection-undo.ps1:67;Tools/regression/verify-play-selection-undo.ps1:71
scene.sparseresolver	-	probe	split	Live telemetry/toggle only; fixture actions use scene.sparseresolver.check	Tools/regression/verify-transform-sparse-resolver.ps1:20;Tools/regression/verify-transform-sparse-resolver.ps1:55;Tools/regression/verify-transform-sparse-resolver.ps1:56
scene.sparseresolver.check		new	commandlet	Sparse resolver probe and benchmark	Tools/regression/verify-editor-command-surface.ps1
scene.transformbulk	-	probe	commandlet	Retained contract regression with explicit caller-owned fixture inputs: pose model path and distinct rebind model path	Tools/regression/verify-mbc-cutover-freeze.ps1:193;Tools/regression/verify-transform-bulk-writers.ps1:15;Tools/regression/verify-transform-bulk-writers.ps1:73
scene.transformdigest	-	probe	api	developer diagnostics; old probe class does not imply harness	Tools/regression/transform_roundtrip.txt:41;Tools/regression/transform_roundtrip.txt:50;Tools/regression/verify-play-roundtrip.ps1:56;Tools/regression/verify-play-roundtrip.ps1:62;Tools/regression/verify-play-roundtrip.ps1:66
scene.transformdomains	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-transform-domain-gates.ps1:45
scene.transformpull	-	probe	split	Live telemetry/toggle only; fixture actions use scene.transformpull.check	Tools/regression/verify-transform-targeted-pull.ps1:14;Tools/regression/verify-transform-targeted-pull.ps1:50
scene.transformpull.check		new	commandlet	Targeted pull regression	Tools/regression/verify-editor-command-surface.ps1
scene.transformstats	-	probe	api	Source inspection: telemetry/toggle only; no synthetic fixture branch remains	no literal consumer found
scene.transformwritestats	-	probe	split	Live telemetry/toggle only; fixture actions use scene.transformwritestats.check	Tools/regression/verify-transform-write-publication.ps1:102
scene.transformwritestats.check		new	commandlet	Transform publication contract probe	Tools/regression/verify-editor-command-surface.ps1
scene.traversalbench	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	no literal consumer found
script.add	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/featuretest/build-scenes.ps1:114;Tools/regression/ddol_script_probe.txt:56;Tools/regression/run-all.ps1:245;Tools/regression/run-all.ps1:248;Tools/regression/ui_regression.txt:50;Tools/regression/verify-cli-script-reload.ps1:18;Tools/regression/verify-cli-script-reload.ps1:20;Tools/regression/verify-cli-script-reload.ps1:88;Tools/regression/verify-script-add-awake-once.ps1:1;Tools/regression/verify-script-add-awake-once.ps1:6;Tools/regression/verify-script-add-awake-once.ps1:16;Tools/regression/verify-script-add-awake-once.ps1:121;Tools/regression/verify-script-add-awake-once.ps1:141;Tools/regression/verify-script-add-awake-once.ps1:146;Tools/regression/verify-script-add-awake-once.ps1:151;scripts/script_add_awake_once.txt:1;scripts/script_add_awake_once.txt:10;scripts/script_add_awake_once.txt:18;scripts/script_add_awake_once.txt:47;scripts/script_add_awake_once.txt:63
script.fields	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	no literal consumer found
script.invoke	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/run-all.ps1:138;Tools/regression/verify-cli-script-invoke.ps1:29;Tools/regression/verify-cli-script-invoke.ps1:141;Tools/regression/verify-cli-script-invoke.ps1:145;Tools/regression/verify-cli-script-invoke.ps1:183;Tools/regression/verify-cli-script-invoke.ps1:218;Tools/regression/verify-cli-script-invoke.ps1:230;Tools/regression/verify-cli-script-invoke.ps1:348;Tools/regression/verify-player-command-service.ps1:198
script.reload	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-cli-script-invoke.ps1:274;Tools/regression/verify-cli-script-invoke.ps1:308;Tools/regression/verify-cli-script-reload.ps1:101;Tools/regression/verify-cli-script-reload.ps1:109;Tools/regression/verify-cli-script-reload.ps1:126
script.set	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-cli-invocation.ps1:153
script.status	-	engine_service	api	retained developer product query or engine service; no synthetic fixture execution	Tools/regression/verify-cli-script-invoke.ps1:155;Tools/regression/verify-cli-script-reload.ps1:133;Tools/regression/verify-cli-script-reload.ps1:137;Tools/regression/verify-cli-script-reload.ps1:141
selftest	-	probe	remove	Generic selftest service doorway retired; verification uses a separate process registry	Tools/dx12-validation/Invoke-DX12Validation.ps1:235;Tools/dx12-validation/Invoke-DX12Validation.ps1:236;Tools/dx12-validation/Invoke-DX12Validation.ps1:239;Tools/dx12-validation/Invoke-DX12Validation.ps1:246;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:118;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:122;Tools/profiling-validation/Invoke-ProfilingValidation.ps1:128;Tools/regression/run-all.ps1:436;Tools/regression/run-all.ps1:786;Tools/regression/run-all.ps1:789;Tools/regression/verify-asset-identity.ps1:4;Tools/regression/verify-asset-identity.ps1:94;Tools/regression/verify-asset-identity.ps1:115;Tools/regression/verify-asset-identity.ps1:139;Tools/regression/verify-asset-sidecar-v2.ps1:3;Tools/regression/verify-asset-sidecar-v2.ps1:61;Tools/regression/verify-cli-discovery.ps1:50;Tools/regression/verify-cli-discovery.ps1:51;Tools/regression/verify-cli-discovery.ps1:53;Tools/regression/verify-cli-discovery.ps1:54;Tools/regression/verify-cli-discovery.ps1:55;Tools/regression/verify-cli-discovery.ps1:56;Tools/regression/verify-cli-discovery.ps1:57;Tools/regression/verify-model-asset-generation.ps1:143;Tools/regression/verify-model-scene-consumption.ps1:6;Tools/regression/verify-model-scene-consumption.ps1:37;Tools/regression/verify-player-command-service.ps1:198;Tools/regression/verify-shadermeta-authoring-read.ps1:9;Tools/regression/verify-shadermeta-authoring-read.ps1:16
serialize.bench	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-phase17-local-d0-baseline.ps1:83;Tools/regression/verify-phase17-local-d0-baseline.ps1:85;Tools/regression/verify-phase17-local-d0-baseline.ps1:87;Tools/regression/verify-phase17-local-d0-baseline.ps1:121;Tools/regression/verify-serialization-baseline.ps1:58;Tools/regression/verify-serialization-baseline.ps1:60;Tools/regression/verify-serialization-baseline.ps1:62;Tools/regression/verify-serialization-baseline.ps1:90
serialize.nodeequal	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-authoring-node-equality.ps1:32;Tools/regression/verify-authoring-node-equality.ps1:50
serialize.rymlerror	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-ryml-error-policy.ps1:41
shadermeta.probe	-	probe	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-shadermeta-authoring-read.ps1:95
tag.add	-	editor_operation	api	Shared project tag query or persisted Undo/Redo edit	verify-editor-command-surface.ps1; EditorProjectOperations.cpp
tag.authoring.probe	-	raw_fixture	remove	Replaced by shared product service: tag.list/tag.has/tag.add/tag.remove	old entrypoint rejected; consumers migrated
tag.has	-	engine_service	api	Shared project tag query or persisted Undo/Redo edit	verify-editor-command-surface.ps1; EditorProjectOperations.cpp
tag.list	-	engine_service	api	Shared project tag query or persisted Undo/Redo edit	verify-editor-command-surface.ps1; EditorProjectOperations.cpp
tag.remove	-	editor_operation	api	Shared project tag query or persisted Undo/Redo edit	verify-editor-command-surface.ps1; EditorProjectOperations.cpp
terrain.authoring.probe	-	raw_fixture	commandlet	Retained product regression in an isolated process; scenario validation or fixture; closure evidence required before retention	Tools/regression/verify-asset-authoring-ownership.ps1:375;Tools/regression/verify-asset-authoring-ownership.ps1:429
ui.anchor	-	engine_service	api	native UI property transaction shared with Inspector and Scene View; typed HTTP input; undo/redo	Tools/regression/ui_layout_golden.txt:77;Tools/regression/ui_layout_golden.txt:80;Tools/regression/ui_layout_golden.txt:83;Tools/regression/ui_layout_golden.txt:86;Tools/regression/ui_layout_golden.txt:89;Tools/regression/ui_layout_golden.txt:92;Tools/regression/ui_layout_golden.txt:94;Tools/regression/ui_layout_golden.txt:96;Tools/regression/ui_layout_golden.txt:98;Tools/regression/ui_layout_golden.txt:115;Tools/regression/ui_layout_golden.txt:118;Tools/regression/ui_layout_golden.txt:121;Tools/regression/ui_layout_golden.txt:132
